	Data	List of sets
60556	обувь футбольная	{'10.10', '10.11.01'}
60557	очки	{'10.11.01', '10.01', '10.05', '10.02', '10.09', '10.10', '10.06', '10.12', '10.08'}
60558	очки универсал титан	{'10.10', '10.11.01', '10.01'}
60559	очки эталон закрытые крас опр прозрачный	{'10.10', '10.11.01'}
60560	очки optex велдер непр вент	{'10.10', '10.11.01'}
60561	очки газосварщика	{'10.11.01', '10.01', '10.09', '10.10', '10.12'}
60562	очки газосварщика	{'10.11.01', '10.01', '10.09', '10.10', '10.12'}
60563	очки закрытые росомз панорама	{'10.10', '10.11.01', '10.01'}
60564	очки закрытые непрямой вентиляцией россия	{'10.11.01'}
60565	очки закрытые прямой вентиляцией	{'10.10', '10.11.01'}
60566	очки защит прозр	{'10.10', '10.11.01'}
60567	очки защитные	{'10.11.01', '10.01', '10.09', '10.10', '10.06', '10.12'}
60568	очки защитные газосварщика	{'10.10', '10.11.01'}
60569	очки защитные закрытые	{'10.10', '10.11.01', '10.09'}
60570	очки защитные закрытые сомз	{'10.10', '10.11.01'}
60571	очки защитные сом	{'10.10', '10.11.01'}
60572	очки люцерна труд прозрачный	{'10.10', '10.11.01'}
60573	патрон рпг	{'10.10', '10.11.01', '10.09'}
60574	перчатки диэлектрические	{'10.10', '10.11.01', '10.01'}
60575	перчатки латексом обл двойной облив	{'10.11.01', '10.09'}
60576	перчатки точечным покрытием	{'10.10', '10.11.01'}
60577	перчатки ansell воркгард	{'10.10', '10.11.01'}
60578	перчатки ansell экстра	{'10.10', '10.11.01', '10.09'}
60579	перчатки cerva бантинг	{'10.10', '10.11.01'}
60580	перчатки вратарские	{'10.10', '10.11.01', '10.01'}
60581	перчатки вратарские	{'10.10', '10.11.01', '10.01'}
60582	перчатки диэлектрич	{'10.09', '10.10', '10.11.01', '10.01'}
60583	перчатки диэлектрические	{'10.10', '10.11.01', '10.01'}
60584	перчатки диэлектрические	{'10.10', '10.11.01', '10.01'}
60585	перчатки диэлектрические ари	{'10.10', '10.11.01'}
60586	перчатки диэлектрические латексные бесшовные испытания россия дежурные	{'10.11.01'}
60587	перчатки кщс	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60588	перчатки кщс	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60589	перчатки кщс тип	{'10.10', '10.11.01', '10.06', '10.09'}
60590	перчатки кщс тип	{'10.10', '10.11.01', '10.06', '10.09'}
60591	перчатки латексные	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60592	перчатки нитриловые	{'10.11.01', '10.01', '10.05', '10.10', '10.06'}
60593	перчатки резиновые	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60594	перчатки резиновые	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60595	перчатки резиновые полимер мат	{'10.10', '10.11.01'}
60596	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60597	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60598	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60599	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60600	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60601	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60602	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60603	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60604	перчатки резиновые хоз ные household gloves	{'10.10', '10.11.01'}
60605	перчатки резиновые экохоум	{'10.10', '10.11.01'}
60606	перчатки латексным обливом	{'10.11.01', '10.09'}
60607	перчатки защ покр ansell винтер манки грип	{'10.10', '10.11.01', '10.01'}
60608	перчатки защитным покрытием морозостойкие	{'10.10', '10.11.01', '10.09'}
60609	перчатки защитным покрытием морозостойкие шерстяными вкладышами сейв протект	{'10.10', '10.11.01'}
60610	перчатки нитриловым покрытием	{'10.10', '10.11.01'}
60611	перчатки полимерным покрытием	{'10.10', '10.11.01', '10.09'}
60612	перчатки полимерным покрытием сейв проект	{'10.10', '10.11.01'}
60613	перчатки спилковые	{'10.10', '10.11.01', '10.06', '10.01'}
60614	перчатки трикотажные пвх	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60615	перчатки трикотажные пвх покр точка	{'10.10', '10.11.01', '10.06', '10.09'}
60616	перчатки трикотажные полимерным покрытием	{'10.10', '10.11.01'}
60617	перчатки трикотажные полимерным покрытием	{'10.10', '10.11.01'}
60618	перчатки нит пвх россия	{'10.10', '10.11.01'}
60619	перчатки нит пвх россия	{'10.10', '10.11.01'}
60620	перчатки нит пвх россия	{'10.10', '10.11.01'}
60621	перчатки нит пвх россия	{'10.10', '10.11.01'}
60622	перчатки нит пвх россия	{'10.10', '10.11.01'}
60623	перчатки нит пвх россия	{'10.10', '10.11.01'}
60624	перчатки нит пвх россия	{'10.10', '10.11.01'}
60625	перчатки нит пвх россия	{'10.10', '10.11.01'}
60626	перчатки нит пвх россия	{'10.10', '10.11.01'}
60627	перчатки нит пвх россия	{'10.10', '10.11.01'}
60628	перчатки диаг двойным налад	{'10.10', '10.11.01'}
60629	перчатки пвх	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60630	перчатки пвх	{'10.11.01', '10.01', '10.09', '10.10', '10.06'}
60631	перчатки полимерным покрытием точка класс фсс	{'10.10', '10.11.01', '10.09'}
60632	перчатки хозяйственные	{'10.11.01', '10.09'}
60633	перчатки_хозяйственные	{'10.11.01', '10.09'}
60634	перчатки_хозяйственные_	{'10.11.01', '10.09'}
60635	пиджак мужской темно синий	{'10.10', '10.11.01'}
60636	пилотка женская темно синяя	{'10.10', '10.11.01'}
60637	платок шею женский	{'10.10', '10.11.01'}
60638	платок нашейн	{'10.10', '10.11.01'}
60639	плащ	{'10.10', '10.11.01', '10.09'}
60640	плащ ливень нейлоновый зелён	{'10.10', '10.11.01'}
60641	плащ влагозащитный	{'10.10', '10.11.01'}
60642	плащ защиты воды	{'10.10', '10.11.01'}
60643	плащ защиты воды нептун	{'10.10', '10.11.01'}
60644	плащ нейлон	{'10.10', '10.11.01'}
60645	плащ непромокаемый сигнальный нептун класса защиты	{'10.10', '10.11.01'}
60646	плащ пвх зеленый	{'10.10', '10.11.01'}
60647	плащ пвх нейлон	{'10.10', '10.11.01'}
60648	плащ прорезин	{'10.10', '10.11.01'}
60649	плащ прорезин	{'10.10', '10.11.01'}
60650	плащ прорезин	{'10.10', '10.11.01'}
60651	плащ прорезиненный однобортный чёр	{'10.10', '10.11.01'}
60652	плащ сигн	{'10.10', '10.11.01'}
60653	подшлемник	{'10.10', '10.11.01', '10.06', '10.01'}
60654	подшлемник каску вестхейм	{'10.10', '10.11.01'}
60655	подшлемник каску черн трикотаж	{'10.10', '10.11.01'}
60656	подшлемник трикотажный полушерстяной	{'10.10', '10.11.01'}
